participant_id,interfaceId,interfaceOrder001,interfaceOrder002,setId,setOrder001,setOrder002,phaseId,trialId,command__t,command__x,command__y,command__w,command__h,command__p,command__n,sameParent,time,correct
2,1,0,1,1,0,1,1,4,Change left margin,255,225,45,20,1,3,FALSE,2396,TRUE
10,1,0,1,1,0,1,1,12,Italicize text,35,125,28,20,0,1,FALSE,2382,TRUE
4,1,1,0,0,0,1,1,41,Change orientation,7,192,60,58,1,0,FALSE,2366,TRUE
3,1,0,1,0,1,0,1,34,Justify text,407,125,28,20,0,2,FALSE,2362,TRUE
2,1,0,1,1,0,1,1,22,Insert text box,1040,95,50,55,0,5,FALSE,2354,TRUE
1,1,1,0,1,1,0,1,30,Italicize text,35,125,28,20,0,1,FALSE,2342,TRUE
8,1,0,1,0,1,0,1,1,Insert picture,1140,95,50,55,0,4,FALSE,2341,TRUE
4,1,1,0,0,0,1,1,69,Change bottom margin,350,195,45,20,1,2,FALSE,2329,TRUE
4,1,1,0,0,0,1,1,9,Change cell shading,1002,390,45,30,3,0,FALSE,2322,TRUE
3,1,0,1,0,1,0,1,1,Bold text,9,125,28,20,0,0,FALSE,2271,TRUE
1,1,1,0,1,1,0,1,9,Insert text box,1040,95,50,55,0,5,FALSE,2269,TRUE
2,1,0,1,1,0,1,1,30,Center text,351,125,28,20,0,3,FALSE,2266,TRUE
4,1,1,0,0,0,1,1,39,Change bottom margin,350,195,45,20,1,2,FALSE,2252,TRUE
6,1,1,0,0,0,1,1,6,Change bottom margin,350,195,45,20,1,2,FALSE,2252,TRUE
1,1,1,0,1,1,0,1,32,Change size,67,192,55,58,1,1,FALSE,2245,TRUE
4,1,1,0,0,0,1,1,5,Bold text,9,125,28,20,0,0,FALSE,2243,TRUE
6,1,1,0,0,0,1,1,9,Justify text,407,125,28,20,0,2,FALSE,2230,TRUE
8,1,0,1,0,1,0,1,18,Bold text,9,125,28,20,0,0,FALSE,2211,TRUE
7,1,1,0,1,1,0,1,6,Change left margin,255,225,45,20,1,3,FALSE,2205,TRUE
10,1,0,1,1,0,1,1,18,Change size,67,192,55,58,1,1,FALSE,2167,TRUE
8,1,0,1,0,1,0,1,19,Change bottom margin,350,195,45,20,1,2,FALSE,2165,TRUE
4,1,1,0,0,0,1,1,13,Change cell shading,1002,390,45,30,3,0,FALSE,2142,TRUE
4,1,1,0,0,0,1,1,15,Insert picture,1140,95,50,55,0,4,FALSE,2136,TRUE
1,1,1,0,1,1,0,1,7,Change size,67,192,55,58,1,1,FALSE,2119,TRUE
4,1,1,0,0,0,1,1,28,Change cell shading,1002,390,45,30,3,0,FALSE,2119,TRUE
10,1,0,1,1,0,1,1,2,Change left margin,255,225,45,20,1,3,FALSE,2112,TRUE
9,1,0,1,1,0,1,1,8,Center text,351,125,28,20,0,3,FALSE,2106,TRUE
3,1,0,1,0,1,0,1,25,Justify text,407,125,28,20,0,2,FALSE,2104,TRUE
2,1,0,1,1,0,1,1,3,Change cell lines,1002,420,45,30,3,1,FALSE,2099,TRUE
4,1,1,0,0,0,1,1,49,Justify text,407,125,28,20,0,2,FALSE,2099,TRUE
1,1,1,0,1,1,0,1,23,Center text,351,125,28,20,0,3,FALSE,2096,TRUE
10,1,0,1,1,0,1,1,5,Insert text box,1040,95,50,55,0,5,FALSE,2095,TRUE
3,1,0,1,0,1,0,1,28,Bold text,9,125,28,20,0,0,FALSE,2088,TRUE
9,1,0,1,1,0,1,1,16,Change size,67,192,55,58,1,1,FALSE,2084,TRUE
1,1,1,0,1,1,0,1,8,Change cell lines,1002,420,45,30,3,1,FALSE,2078,TRUE
5,1,0,1,0,1,0,1,3,Insert picture,1140,95,50,55,0,4,FALSE,2070,TRUE
7,1,1,0,1,1,0,1,24,Italicize text,35,125,28,20,0,1,FALSE,2070,TRUE
10,1,0,1,1,0,1,1,33,Italicize text,35,125,28,20,0,1,FALSE,2069,TRUE
6,1,1,0,0,0,1,1,30,Justify text,407,125,28,20,0,2,FALSE,2060,TRUE
4,1,1,0,0,0,1,1,11,Change bottom margin,350,195,45,20,1,2,FALSE,2058,TRUE
4,1,1,0,0,0,1,1,62,Change cell shading,1002,390,45,30,3,0,FALSE,2048,TRUE
4,1,1,0,0,0,1,1,50,Change bottom margin,350,195,45,20,1,2,FALSE,2045,TRUE
4,1,1,0,0,0,1,1,59,Change cell shading,1002,390,45,30,3,0,FALSE,2044,TRUE
3,1,0,1,0,1,0,1,17,Change cell shading,1002,390,45,30,3,0,FALSE,2036,TRUE
1,1,1,0,1,1,0,1,35,Change cell lines,1002,420,45,30,3,1,FALSE,2030,TRUE
10,1,0,1,1,0,1,1,24,Italicize text,35,125,28,20,0,1,FALSE,2026,TRUE
1,1,1,0,1,1,0,1,6,Italicize text,35,125,28,20,0,1,FALSE,2022,TRUE
4,1,1,0,0,0,1,1,89,Justify text,407,125,28,20,0,2,FALSE,2012,TRUE
3,1,0,1,0,1,0,1,18,Bold text,9,125,28,20,0,0,FALSE,2007,TRUE
4,1,1,0,0,0,1,1,2,Change orientation,7,192,60,58,1,0,FALSE,2004,TRUE
4,1,1,0,0,0,1,1,36,Justify text,407,125,28,20,0,2,FALSE,2004,TRUE
4,1,1,0,0,0,1,1,25,Bold text,9,125,28,20,0,0,FALSE,2002,TRUE
5,1,0,1,0,1,0,1,1,Justify text,407,125,28,20,0,2,FALSE,1998,TRUE
9,1,0,1,1,0,1,1,23,Change left margin,255,225,45,20,1,3,FALSE,1993,TRUE
4,1,1,0,0,0,1,1,85,Bold text,9,125,28,20,0,0,FALSE,1980,TRUE
4,1,1,0,0,0,1,1,46,Change orientation,7,192,60,58,1,0,FALSE,1972,TRUE
6,1,1,0,0,0,1,1,26,Bold text,9,125,28,20,0,0,FALSE,1971,TRUE
9,1,0,1,1,0,1,1,31,Change size,67,192,55,58,1,1,FALSE,1970,TRUE
2,1,0,1,1,0,1,1,21,Change left margin,255,225,45,20,1,3,FALSE,1954,TRUE
4,1,1,0,0,0,1,1,63,Change bottom margin,350,195,45,20,1,2,FALSE,1952,TRUE
7,1,1,0,1,1,0,1,18,Center text,351,125,28,20,0,3,FALSE,1950,TRUE
4,1,1,0,0,0,1,1,35,Change orientation,7,192,60,58,1,0,FALSE,1946,TRUE
1,1,1,0,1,1,0,1,22,Change left margin,255,225,45,20,1,3,FALSE,1939,TRUE
6,1,1,0,0,0,1,1,21,Change cell shading,1002,390,45,30,3,0,FALSE,1939,TRUE
8,1,0,1,0,1,0,1,31,Insert picture,1140,95,50,55,0,4,FALSE,1939,TRUE
4,1,1,0,0,0,1,1,22,Justify text,407,125,28,20,0,2,FALSE,1932,TRUE
4,1,1,0,0,0,1,1,40,Justify text,407,125,28,20,0,2,FALSE,1930,TRUE
7,1,1,0,1,1,0,1,33,Change cell lines,1002,420,45,30,3,1,FALSE,1925,TRUE
3,1,0,1,0,1,0,1,27,Change cell shading,1002,390,45,30,3,0,FALSE,1924,TRUE
4,1,1,0,0,0,1,1,32,Change cell shading,1002,390,45,30,3,0,FALSE,1905,TRUE
8,1,0,1,0,1,0,1,30,Change bottom margin,350,195,45,20,1,2,FALSE,1903,TRUE
3,1,0,1,0,1,0,1,24,Change cell shading,1002,390,45,30,3,0,FALSE,1900,TRUE
4,1,1,0,0,0,1,1,67,Insert picture,1140,95,50,55,0,4,FALSE,1899,TRUE
7,1,1,0,1,1,0,1,4,Change size,67,192,55,58,1,1,FALSE,1895,TRUE
3,1,0,1,0,1,0,1,20,Change orientation,7,192,60,58,1,0,FALSE,1884,TRUE
4,1,1,0,0,0,1,1,43,Change bottom margin,350,195,45,20,1,2,FALSE,1876,TRUE
6,1,1,0,0,0,1,1,23,Bold text,9,125,28,20,0,0,FALSE,1876,TRUE
7,1,1,0,1,1,0,1,32,Change size,67,192,55,58,1,1,FALSE,1864,TRUE
2,1,0,1,1,0,1,1,35,Change cell lines,1002,420,45,30,3,1,FALSE,1856,TRUE
4,1,1,0,0,0,1,1,48,Change cell shading,1002,390,45,30,3,0,FALSE,1848,TRUE
4,1,1,0,0,0,1,1,57,Insert picture,1140,95,50,55,0,4,FALSE,1844,TRUE
6,1,1,0,0,0,1,1,4,Justify text,407,125,28,20,0,2,FALSE,1836,TRUE
4,1,1,0,0,0,1,1,70,Justify text,407,125,28,20,0,2,FALSE,1833,TRUE
6,1,1,0,0,0,1,1,16,Justify text,407,125,28,20,0,2,FALSE,1828,TRUE
2,1,0,1,1,0,1,1,14,Insert text box,1040,95,50,55,0,5,FALSE,1824,TRUE
7,1,1,0,1,1,0,1,28,Change size,67,192,55,58,1,1,FALSE,1824,TRUE
7,1,1,0,1,1,0,1,5,Center text,351,125,28,20,0,3,FALSE,1821,TRUE
3,1,0,1,0,1,0,1,35,Change orientation,7,192,60,58,1,0,FALSE,1820,TRUE
4,1,1,0,0,0,1,1,1,Insert picture,1140,95,50,55,0,4,FALSE,1820,TRUE
4,1,1,0,0,0,1,1,29,Insert picture,1140,95,50,55,0,4,FALSE,1820,TRUE
2,1,0,1,1,0,1,1,20,Center text,351,125,28,20,0,3,FALSE,1801,TRUE
7,1,1,0,1,1,0,1,20,Insert text box,1040,95,50,55,0,5,FALSE,1800,TRUE
5,1,0,1,0,1,0,1,18,Justify text,407,125,28,20,0,2,FALSE,1798,TRUE
10,1,0,1,1,0,1,1,15,Italicize text,35,125,28,20,0,1,FALSE,1798,TRUE
10,1,0,1,1,0,1,1,19,Center text,351,125,28,20,0,3,FALSE,1794,TRUE
4,1,1,0,0,0,1,1,47,Justify text,407,125,28,20,0,2,FALSE,1792,TRUE
9,1,0,1,1,0,1,1,14,Italicize text,35,125,28,20,0,1,FALSE,1786,TRUE
10,1,0,1,1,0,1,1,35,Change cell lines,1002,420,45,30,3,1,FALSE,1785,TRUE
4,1,1,0,0,0,1,1,75,Justify text,407,125,28,20,0,2,FALSE,1782,TRUE
7,1,1,0,1,1,0,1,26,Italicize text,35,125,28,20,0,1,FALSE,1780,TRUE
9,1,0,1,1,0,1,1,12,Italicize text,35,125,28,20,0,1,FALSE,1778,TRUE
5,1,0,1,0,1,0,1,19,Change cell shading,1002,390,45,30,3,0,FALSE,1777,TRUE
1,1,1,0,1,1,0,1,26,Change size,67,192,55,58,1,1,FALSE,1774,TRUE
1,1,1,0,1,1,0,1,25,Change cell lines,1002,420,45,30,3,1,FALSE,1773,TRUE
7,1,1,0,1,1,0,1,8,Change cell lines,1002,420,45,30,3,1,FALSE,1773,TRUE
4,1,1,0,0,0,1,1,90,Change cell shading,1002,390,45,30,3,0,FALSE,1772,TRUE
3,1,0,1,0,1,0,1,8,Change orientation,7,192,60,58,1,0,FALSE,1768,TRUE
4,1,1,0,0,0,1,1,33,Insert picture,1140,95,50,55,0,4,FALSE,1765,TRUE
7,1,1,0,1,1,0,1,23,Change size,67,192,55,58,1,1,FALSE,1764,TRUE
4,1,1,0,0,0,1,1,10,Bold text,9,125,28,20,0,0,FALSE,1761,TRUE
1,1,1,0,1,1,0,1,1,Insert text box,1040,95,50,55,0,5,FALSE,1758,TRUE
8,1,0,1,0,1,0,1,15,Insert picture,1140,95,50,55,0,4,FALSE,1758,TRUE
1,1,1,0,1,1,0,1,12,Change left margin,255,225,45,20,1,3,FALSE,1755,TRUE
1,1,1,0,1,1,0,1,21,Insert text box,1040,95,50,55,0,5,FALSE,1755,TRUE
10,1,0,1,1,0,1,1,10,Change size,67,192,55,58,1,1,FALSE,1754,TRUE
1,1,1,0,1,1,0,1,17,Change left margin,255,225,45,20,1,3,FALSE,1749,TRUE
8,1,0,1,0,1,0,1,20,Justify text,407,125,28,20,0,2,FALSE,1741,TRUE
4,1,1,0,0,0,1,1,17,Bold text,9,125,28,20,0,0,FALSE,1740,TRUE
4,1,1,0,0,0,1,1,3,Change cell shading,1002,390,45,30,3,0,FALSE,1736,TRUE
7,1,1,0,1,1,0,1,15,Insert text box,1040,95,50,55,0,5,FALSE,1734,TRUE
8,1,0,1,0,1,0,1,8,Justify text,407,125,28,20,0,2,FALSE,1734,TRUE
9,1,0,1,1,0,1,1,22,Change cell lines,1002,420,45,30,3,1,FALSE,1733,TRUE
4,1,1,0,0,0,1,1,21,Change cell shading,1002,390,45,30,3,0,FALSE,1728,TRUE
7,1,1,0,1,1,0,1,21,Change left margin,255,225,45,20,1,3,FALSE,1727,TRUE
8,1,0,1,0,1,0,1,12,Insert picture,1140,95,50,55,0,4,FALSE,1726,TRUE
